394517571,0
394517573,13.984
394517575,3.33333333333
394517586,2.564
394517626,19.1740890688
394517631,10.2105263158
394517637,5.682
394517643,0.681818181818
394517649,7.79611650485
394517654,0
394517658,75.706
394517665,22.125
394517685,0
394517749,1.08823529412
394517808,4.42907801418
394517839,6.18333333333
394517844,5.14285714286
394517860,29.4293193717
394517878,0
394517879,0
394517881,9.792
394517883,0
394517892,39.0
394517898,0
394517909,0.0
394517915,4.8
394517935,0
394517941,3.0
394517944,3.0
394517947,0.0
394517948,0
394517953,2.55555555556
394517957,8.0
394517960,9.42
394517986,0.0
394518027,0.0
394518037,3.504
394518048,39.0
394518049,1.768
394518053,0
394518071,5.682
394518076,0
394518077,1.66666666667
394518079,13.875
394518108,8.0
394518109,0
394518115,0
394518117,0
394518129,3.12714776632
394518139,0.0
394518143,4.954
394518148,2.11333333333
394518149,0.0
394518169,2.82428115016
394518179,9.05263157895
394518183,3.0
394518231,3.82608695652
394518248,0.833333333333
394518270,0.0
394518272,0.0
394518278,0
394518280,0
394518287,3.0
394518290,10.098
394518301,0
394518315,8.17647058824
394518335,0.833333333333
394518348,9.596
394518367,3.0
394518373,3.41
394518374,7.79611650485
394518378,0.0
394518391,0.508
394518416,8.0
394518417,0
394518424,0.0
394518436,4.66
394518441,0.75
394518456,0
394518470,16.9830508475
394518473,5.958
394518502,1.0
394518514,0
394518523,0
394518528,0
394518535,0.473684210526
394518552,0.0
394518575,3.82608695652
394518588,7.54
394518591,4.0
394518594,4.188
394518609,1.5
394518615,1.0
394518621,0
394518627,1.0
394518647,17.0
394518657,22.7272727273
394518672,18.1555555556
394518676,9.596
394518687,16.9830508475
394518692,10.0344827586
394518695,0.681818181818
394518696,9.596
394518699,4.952
394518704,34.8823529412
394518705,0.59891598916
394518718,0.0
394518722,0.488372093023
394518726,1.45454545455
394518737,4.07843137255
394518745,17.0
394518793,0
394518817,3.69230769231
394518834,2.08333333333
394518877,2.294
394518878,14.4
394518884,0.727272727273
394518896,0.0
394518903,12.0
394518908,18.1428571429
394518909,0
394518932,0
394518935,0.0
394518947,13.875
394518962,8.0
394518967,0
394518975,0
394518977,2.16842105263
394518983,0.0
394518985,4.822
394519005,0.0
394519011,0.0
394519017,3.788
394519028,15.3604651163
394519056,22.8823529412
394519058,13.7247706422
394519060,9.42
394519061,0.0
394519067,0.0
394519087,0.0
394519088,0.0
394519090,7.55913978495
394519092,18.8208955224
394519095,0
394519099,0.586206896552
394519117,0.0
394519141,0.0
394519190,3.69230769231
394519192,0
394519198,0.909090909091
394519215,0.0
394519236,8.0
394519250,0.0
394519260,0
394519276,24.3989361702
394519283,0
394519290,10.2616136919
394519299,15.3604651163
394519302,2.48275862069
394519305,0.0
394519314,0.0
394519325,10.0
394519328,0
394519335,3.24561403509
394519343,0.0
394519362,4.416
394519373,0
394519381,11.6
394519398,3.24561403509
394519415,0
394519426,0
394519436,0.0
394519445,9.596
394519446,2.36363636364
394519448,75.706
394519458,0
394519477,0.0
394519545,0.0
394519559,0.0
394519572,3.79166666667
394519590,2.82428115016
394519601,6.09821428571
394519606,1.10204081633
394519609,3.69230769231
394519616,0.0
394519641,0.0
394519665,0.0
394519675,3.69230769231
394519684,0.916666666667
394519686,5.4
394519689,0.0
394519698,0
394519699,0.0
394519709,0.0
394519731,0
394519733,21.174
394519737,0
394519741,0.0
394519750,20.1428571429
394519765,0.0
394519772,0
394519785,0.606
394519813,8.0
394519814,5.0
394519818,29.1885245902
394519819,75.706
394519830,75.706
394519837,16.2941176471
394519839,0
394519856,1.31147540984
394519874,75.706
394519891,0
394519895,0.0
394519901,3.0
394519929,0.847826086957
394519948,0
394519961,1.31147540984
394519967,19.1740890688
394519978,0
394519979,0.5
394519981,21.174
394519986,5.23255813953
394519995,4.416
394519996,33.36
394520014,0.0
394520023,0
394520048,3.69230769231
394520062,0.0
394520076,26.054
394520092,0.833333333333
394520110,0
394520111,3.0
394520117,0.0
394520121,8.0
394520145,4.58227848101
394520157,9.596
394520167,12.0
394520203,0.833333333333
394520212,5.25
394520219,153.119565217
394520226,0.008
394520241,3.82608695652
394520282,26.054
394520290,0.0
394520304,0.0
394520309,3.9
394520314,5.61
394520318,13.328
394520350,3.85106382979
394520370,10.0920245399
394520402,0.833333333333
394520406,2.16842105263
394520416,1.08823529412
394520419,0.833333333333
394520429,0.0
394520461,0.833333333333
394520464,0
394520501,0.833333333333
394520502,3.79166666667
394520503,0.0
394520505,1.0
394520510,0.833333333333
394520525,0
394520551,0.0
394520558,0
394520562,0
394520567,0.5
394520569,0.0
394520572,0
394520603,7.72727272727
394520608,0.0
394520617,0
394520619,10.4285714286
394520621,5.61
394520622,0
394520689,8.0
394520711,5.61
394520718,7.72340425532
394520734,0
394520740,8.0
394520753,3.51838235294
394520768,7.72727272727
394520777,2.17721518987
394520791,15.3
394520792,0.0
394520807,6.0
394520815,0
394520819,1.56756756757
394520826,0.752336448598
394520829,0.0
394520846,0.0
394520850,0
394520872,0
394520878,4.952
394520882,6.44444444444
394520886,8.0
394520889,0.0
394520893,0.0
394520927,3.69230769231
394520935,2.16842105263
394520969,11.9189189189
394520973,0
394520978,3.726
394520982,0
394520990,0
394521003,1.90243902439
394521014,10.6136363636
394521016,0
394521026,0.857142857143
394521030,1.42105263158
394521047,0
394521062,18.8208955224
394521063,17.0
394521073,3.64705882353
394521086,0
394521091,0.0
394521096,4.38095238095
394521100,18.8208955224
394521102,0.0
394521107,0.0
394521119,0
394521121,0
394521124,3.69230769231
394521146,0.0
394521157,0.0
394521232,0
394521267,17.0
394521269,0
394521298,0
394521302,7.2
394521333,0.752336448598
394521337,8.28571428571
394521340,8.0
394521357,4.416
394521371,24.25
394521381,145.882352941
394521383,0.0
394521422,0.0
394521458,7.72727272727
394521465,0
394521469,0.0
394521507,0.0
394521521,15.0
394521533,0
394521536,0
394521551,0.0
394521560,0.0
394521584,19.6296296296
394521594,0.0
394521606,10.606741573
394521617,26.2654867257
394521647,8.5
394521661,0
394521665,11.6
394521684,4.416
394521688,0
394521691,8.33333333333
394521728,0.0
394521742,3.30769230769
