394517571,1.0
394517573,0.518
394517575,0.996
394517586,0.89
394517626,0.994
394517631,0.946
394517637,0.968
394517643,0.824
394517649,0.99
394517654,1.0
394517658,1.0
394517665,0.608391608392
394517685,0.326923076923
394517878,0.0
394517879,0.25
394517883,0.0
394517892,0.352941176471
394517898,0.0
394517915,0.54347826087
394517935,0.75
394517941,1.0
394517944,0.524475524476
394517947,1.0
394517948,1.0
394517957,1.0
394518048,0.352941176471
394518053,0.0
394518076,0.0
394518077,0.190476190476
394518108,0.5
394518109,1.0
394518115,1.0
394518117,0.0
394518139,0
394518169,1.0
394518278,1.0
394518280,0.846153846154
394518301,0.428571428571
394518416,0.333333333333
394518417,0.904761904762
394518441,0.789473684211
394518456,0.5
394518514,0.0
394518523,1.0
394518528,0.5
394518591,0.916666666667
394518621,1.0
394518627,0.047619047619
394518793,0.740740740741
394518878,0.928571428571
394518903,0.692307692308
394518909,1.0
394518932,0.5
394518962,1.0
394518967,0.833333333333
394518975,0.875
394519005,0.666666666667
394519011,0.714285714286
394519095,0.857142857143
394519192,0.5
394519236,1.0
394519260,1.0
394519283,1.0
394519325,0.0
394519373,0.333333333333
394519381,0.666666666667
394519415,1.0
394519426,1.0
394519458,1.0
394519477,0.0
394519572,0.557692307692
394519590,1.0
394519641,1.0
394519647,0.996
394519653,1.0
394519665,1.0
394519675,1.0
394519684,0.716
394519686,0.0223880597015
394519689,1.0
394519698,1.0
394519699,1.0
394519709,0.996
394519731,0.571428571429
394519733,0.588
394519737,1.0
394519741,1.0
394519745,1.0
394519750,0.909090909091
394519765,1.0
394519772,1.0
394519785,0.994
394519809,0.992
394519813,0.681415929204
394519814,1.0
394519818,0.94
394519819,1.0
394519830,1.0
394519837,0.408033826638
394519839,0.742857142857
394519856,1.0
394519874,1.0
394519891,1.0
394519895,1.0
394519901,0.754
394519929,1.0
394519948,0.714285714286
394519961,1.0
394519967,0.994
394519978,0.666666666667
394519979,1.0
394519981,0.588
394519986,0.674
394519995,1.0
394519996,0.768
394520003,0.994
394520014,1.0
394520023,1.0
394520048,1.0
394520062,1.0
394520076,1.0
394520092,1.0
394520110,0.0
394520111,0.821428571429
394520117,0.666666666667
394520121,0.933333333333
394520145,0.87
394520157,0.794
394520167,0.666666666667
394520203,1.0
394520212,0.448
394520219,0.702247191011
394520226,0.666
394520238,1.0
394520241,0.792
394520282,1.0
394520290,0.864661654135
394520304,1.0
394520309,0.736
394520314,0.784
394520318,0.438
394520350,0.978
394520370,0.998
394520402,1.0
394520406,1.0
394520416,1.0
394520419,1.0
394520429,1.0
394520443,0.968
394520461,1.0
394520464,1.0
394520496,0.996
394520501,1.0
394520502,0.557692307692
394520503,1.0
394520505,0.626865671642
394520510,1.0
394520525,0.0
394520551,1.0
394520558,1.0
394520562,0.5
394520567,0.904
394520569,1.0
394520572,0.768595041322
394520590,0.992
394520603,0.848
394520608,1.0
394520617,1.0
394520621,0.784
394520622,0.588235294118
394520661,0.962
394520689,0.571428571429
394520698,0.994
394520711,0.784
394520718,0.988
394520723,1.0
394520734,0.8
394520740,1.0
394520752,1.0
394520753,0.98
